0.351	0.986	0.132
0.881	0.177	0.484
0.364	0.337	0.683
0.920	0.037	0.664
0.201	0.883	0.826
0.027	0.633	0.083
0.678	0.267	0.254
0.671	0.278	0.510
0.500	0.631	0.047
0.572	0.320	0.277
0.871	0.815	0.145
0.719	0.878	0.842
0.667	0.626	0.069
0.290	0.262	0.283
0.760	0.333	0.117
0.737	0.335	0.436
0.608	0.241	0.395
0.641	0.185	0.796
0.016	0.227	0.103
0.299	0.930	0.211
0.985	0.840	0.636
0.573	0.750	0.944
0.693	0.149	0.710
0.523	0.024	0.346
0.051	0.604	0.920
0.696	0.233	0.947
0.391	0.774	0.617
0.092	0.685	0.960
0.161	0.449	0.258
0.622	0.184	0.430
0.696	0.264	0.866
0.066	0.019	0.428
0.065	0.984	0.093
0.891	0.690	0.622
0.594	0.527	0.831
0.739	0.072	0.020
0.806	0.062	0.332
0.681	0.657	0.923
0.995	0.339	0.752
0.923	0.427	0.357
0.112	0.410	0.966
0.202	0.534	0.926
0.363	0.504	0.288
0.645	0.341	0.183
0.333	0.444	0.934
0.560	0.906	0.773
0.146	0.833	0.468
0.774	0.051	0.851
0.474	0.958	0.740
0.895	0.818	0.550
0.521	0.584	0.592
0.577	0.498	0.612
0.483	0.075	0.426
0.547	0.548	0.543
0.523	0.632	0.583
0.853	0.255	0.262
0.293	0.184	0.158
0.407	0.424	0.425
0.508	0.443	0.012
0.375	0.245	0.794
0.563	0.289	0.775
0.400	0.433	0.957
0.074	0.187	0.835
0.632	0.414	0.226
0.303	0.749	0.496
0.344	0.808	0.715
0.298	0.367	0.437
0.349	0.957	0.747
0.197	0.378	0.582
0.947	0.303	0.858
0.050	0.080	0.563
0.921	0.338	0.313
0.477	0.210	0.455
0.810	0.253	0.279
0.111	0.368	0.549
0.669	0.933	0.085
0.471	0.593	0.300
0.913	0.259	0.111
0.678	0.532	0.755
0.829	0.976	0.669
0.218	0.163	0.076
0.487	0.263	0.680
0.078	0.202	0.825
0.677	0.700	0.296
0.276	0.610	0.125
0.205	0.473	0.510
0.670	0.405	0.518
0.767	0.346	0.144
0.963	0.063	0.316
0.408	0.084	0.989
0.466	0.583	0.908
0.645	0.662	0.704
0.917	0.537	0.766
0.139	0.510	0.133
0.616	0.308	0.423
0.026	0.216	0.327
0.811	0.807	0.598
0.868	0.752	0.618
0.212	0.413	0.141
0.640	0.691	0.010
0.757	0.910	0.065
0.985	0.446	0.592
0.044	0.427	0.947
0.124	0.626	0.199
0.819	0.123	0.689
0.398	0.358	0.079
0.770	0.735	0.134
0.380	0.651	1.000
0.126	0.419	0.816
0.724	0.062	0.738
0.611	0.860	0.001
0.776	0.399	0.779
0.446	0.544	0.202
0.611	0.904	0.024
0.563	0.461	0.204
0.264	0.688	0.657
0.960	0.301	0.871
0.191	0.932	0.899
0.747	0.976	0.431
0.958	0.613	0.231
0.406	0.900	0.635
0.989	0.294	0.098
0.500	0.637	0.511
0.113	0.857	0.204
0.078	0.792	0.791
0.561	0.569	0.895
0.394	0.559	0.006
0.663	0.360	0.120
0.075	0.695	0.475
0.184	0.641	0.981
0.044	0.334	0.550
0.894	0.857	0.862
0.174	0.245	0.753
0.163	0.740	0.918
0.876	0.798	0.270
0.458	0.240	0.721
0.712	0.032	0.249
0.314	0.253	0.009
0.620	0.202	0.567
0.897	0.204	0.817
0.401	0.260	0.096
0.085	0.904	0.423
0.848	0.207	0.147
0.678	0.148	0.571
0.923	0.395	0.561
0.702	0.541	0.622
0.336	0.298	0.777
0.825	0.103	0.638
0.105	0.438	0.748
0.807	0.006	0.533
0.664	0.195	0.274
0.962	0.319	0.703
0.266	0.175	0.898
0.459	0.604	0.311
0.615	0.988	0.712
0.121	0.208	0.007
0.837	0.154	0.174
0.124	0.879	0.490
0.499	0.326	0.083
0.450	0.035	0.248
0.798	0.526	0.928
0.041	0.100	0.961
0.441	0.213	0.013
0.091	0.934	0.047
0.356	0.342	0.479
0.060	0.900	0.468
0.248	0.013	0.817
0.141	0.466	0.908
0.944	0.443	0.495
0.984	0.604	0.089
0.135	0.780	0.283
0.513	0.111	0.870
0.634	0.053	0.865
0.771	0.518	0.341
0.845	0.647	0.569
0.059	0.814	0.324
0.031	0.266	0.787
0.147	0.011	0.446
0.700	0.568	0.174
0.795	0.926	0.653
0.790	0.765	0.823
0.514	0.496	0.278
0.100	0.424	0.349
0.485	0.692	0.260
0.592	0.774	0.030
0.824	0.129	0.184
0.536	0.969	0.211
0.916	0.510	0.452
0.751	0.049	0.878
0.793	0.143	0.848
0.798	0.469	0.504
0.795	0.612	0.591
0.985	0.826	0.645
0.375	0.472	0.245
0.549	0.412	0.379
0.270	0.668	0.443
0.537	0.687	0.464
0.324	0.301	0.501
0.266	0.106	0.018
0.670	0.873	0.238
0.475	0.406	0.733
0.782	0.040	0.784
0.312	0.090	0.266
0.720	0.627	0.003
0.598	0.007	0.403
0.006	0.646	0.245
0.884	0.898	0.814
0.421	0.311	0.858
0.298	0.492	0.526
0.703	0.849	0.833
0.629	0.704	0.082
0.508	0.920	0.860
0.729	0.926	0.555
0.598	0.740	0.307
0.778	0.170	0.677
0.302	0.321	0.876
0.726	0.385	0.721
0.343	0.039	0.886
0.003	0.398	0.972
0.815	0.845	0.877
0.974	0.351	0.834
0.983	0.581	0.792
0.880	0.974	0.964
0.528	0.583	0.855
0.896	0.431	0.503
0.819	0.842	0.383
0.740	0.084	0.849
0.411	0.757	0.775
0.184	1.000	0.066
0.895	0.337	0.115
0.462	0.152	0.638
0.502	0.501	0.452
0.762	0.017	0.204
0.974	0.898	0.896
0.246	0.740	0.577
0.279	0.865	0.993
0.341	0.931	0.892
0.068	0.645	0.927
0.858	0.622	0.796
0.423	0.255	0.351
0.344	0.200	0.993
0.260	0.546	0.665
0.574	0.303	0.398
0.395	0.408	0.892
0.643	0.545	0.860
0.540	0.584	0.178
0.320	0.328	0.093
0.628	0.494	0.724
0.236	0.035	0.898
0.762	0.192	0.612
0.077	0.448	0.274
0.107	0.534	0.866
0.821	0.526	0.149
0.405	0.513	0.153
0.216	0.280	0.348
0.097	0.585	0.894
0.050	0.312	0.000
0.803	0.944	0.838
0.981	0.571	0.678
0.756	0.550	0.171
0.298	0.726	0.472
0.448	0.021	0.211
0.696	0.638	0.680
0.848	0.108	0.601
0.342	0.503	0.181
0.554	0.876	0.925
0.564	0.683	0.674
0.674	0.320	0.468
0.836	0.237	0.444
0.068	0.497	0.585
0.674	0.247	0.849
0.052	0.202	0.435
0.554	0.963	0.259
0.193	0.312	0.147
0.523	0.499	0.582
0.654	0.550	0.843
0.675	0.490	0.710
0.720	0.415	0.943
0.008	0.321	0.066
0.738	0.862	0.187
0.947	0.742	0.798
0.757	0.139	0.603
0.259	0.540	0.610
0.897	0.656	0.014
0.125	0.603	0.768
0.700	0.883	0.182
0.442	0.240	0.410
0.949	0.101	0.403
0.759	0.929	0.173
0.717	0.298	0.199
0.979	0.005	0.205
0.502	0.388	0.834
0.038	0.826	0.070
0.367	0.460	0.237
0.457	0.483	0.683
0.399	0.869	0.899
0.050	0.599	0.531
0.414	0.339	0.987
0.641	0.166	0.261
0.446	0.490	0.798
0.429	0.299	0.252
0.406	0.674	0.422
0.049	0.847	0.497
0.565	0.845	0.577
0.662	0.474	0.197
0.231	0.958	0.422
0.447	0.130	0.191
0.101	0.306	0.080
0.494	0.410	0.202
0.692	0.064	0.057
0.532	0.376	0.049
0.170	0.061	0.463
0.368	0.342	0.573
0.436	0.295	0.521
0.788	0.433	0.669
0.425	0.603	0.187
0.494	0.696	0.409
0.556	0.952	0.708
0.785	0.661	0.348
0.978	0.533	0.359
0.461	0.869	0.156
0.680	0.639	0.238
0.110	0.755	0.959
0.681	0.225	0.891
0.762	0.162	0.725
0.277	0.623	0.308
0.365	0.311	0.374
0.737	0.911	0.773
0.061	0.859	0.308
0.936	0.767	0.308
0.910	0.052	0.087
0.559	0.781	0.986
0.728	0.465	0.452
0.896	0.651	0.453
0.457	0.583	0.062
0.110	0.638	0.944
0.637	0.009	0.664
0.858	0.092	0.011
0.458	0.813	0.680
0.796	0.550	0.194
0.667	0.364	0.426
0.043	0.423	0.422
0.689	0.975	0.456
0.651	0.773	0.409
0.101	0.260	0.446
0.219	0.636	0.554
0.215	0.749	0.660
0.553	0.807	0.788
0.683	0.439	0.743
0.367	0.234	0.083
0.996	0.615	0.446
0.614	0.766	0.398
0.616	0.634	0.945
0.536	0.714	0.871
0.538	0.325	0.313
0.645	1.000	0.362
0.870	0.156	0.968
0.804	0.045	0.801
0.936	0.716	0.966
0.127	0.803	0.881
0.872	0.282	0.654
0.647	0.869	0.486
0.721	0.597	0.484
0.918	0.980	0.068
0.910	0.991	0.518
0.043	0.659	0.649
0.131	0.876	0.856
0.559	0.484	0.926
0.977	0.153	0.718
0.198	0.049	0.881
0.155	0.616	0.556
0.426	0.860	0.143
0.943	0.568	0.819
0.444	0.766	0.722
0.931	0.187	0.333
0.375	0.962	0.680
0.799	0.506	0.984
0.308	0.037	0.808
0.717	0.204	0.182
0.820	0.776	0.173
0.369	0.212	0.697
0.632	0.722	0.049
0.052	0.739	0.166
0.386	0.413	0.093
0.990	0.550	0.165
0.975	0.635	0.273
0.240	0.631	0.980
0.767	0.818	0.388
0.624	0.715	0.451
0.654	0.017	0.331
0.503	0.066	0.828
0.231	0.468	0.920
0.334	0.601	0.767
0.288	0.674	0.719
0.491	0.763	0.137
0.484	0.337	0.487
0.167	0.353	0.225
0.031	0.213	0.465
0.145	0.669	0.363
0.952	0.313	0.054
0.680	0.505	0.072
0.841	0.900	0.091
0.003	0.509	0.404
0.237	0.215	0.632
0.620	0.478	0.914
0.257	0.065	0.420
0.437	0.396	0.119
0.844	0.821	0.258
0.999	0.833	0.027
0.191	0.449	0.864
0.248	0.633	0.903
0.386	0.347	0.854
0.642	0.850	0.913
0.483	0.901	0.145
0.351	0.555	0.690
0.575	0.386	0.446
0.718	0.566	0.031
0.546	0.206	0.706
0.920	0.113	0.767
0.279	0.337	0.777
0.063	0.418	0.059
0.067	0.872	0.905
0.641	0.860	0.945
0.083	0.907	0.372
0.124	0.608	0.858
0.495	0.866	0.196
0.481	0.996	0.525
0.706	0.086	0.523
0.300	0.335	0.102
0.505	0.909	0.280
0.471	0.581	0.618
0.422	0.535	0.133
0.786	0.383	0.184
0.758	0.729	0.304
0.626	0.657	0.108
0.990	0.946	0.144
0.732	0.743	0.559
0.812	0.495	0.811
0.357	0.218	0.241
0.677	0.993	0.541
0.962	0.136	0.203
0.838	0.059	0.994
0.040	0.323	0.682
0.164	0.943	0.207
0.188	0.052	0.508
0.454	0.286	0.935
0.952	0.661	0.902
0.061	0.146	0.490
0.752	0.603	0.142
0.167	0.733	0.075
0.708	0.606	0.546
0.475	0.302	0.902
0.913	0.504	0.549
0.719	0.540	0.231
0.209	0.024	0.405
0.505	0.924	0.203
0.383	0.605	0.929
0.113	0.162	0.633
0.915	0.231	0.936
0.579	0.738	0.125
0.810	0.873	0.167
0.001	0.618	0.566
0.139	0.270	0.640
0.273	0.612	0.080
0.802	0.105	0.670
0.857	0.333	0.733
0.358	0.641	0.654
0.966	0.672	0.021
0.082	0.430	0.550
0.561	0.600	0.260
0.405	0.393	0.008
0.232	0.514	0.059
0.945	0.545	0.386
0.840	0.090	0.537
0.012	0.819	0.912
0.713	0.662	0.563
0.274	0.522	0.545
0.255	0.792	0.956
0.135	0.833	0.464
0.518	0.133	0.322
0.037	0.313	0.728
0.871	0.463	0.831
0.721	0.103	0.937
0.712	0.923	0.373
0.957	0.216	0.091
0.507	0.184	0.038
0.200	0.732	0.308
0.585	0.386	0.132
0.420	0.162	0.953
0.742	0.651	0.513
0.094	0.055	0.255
0.004	0.142	0.757
0.076	0.699	0.539
0.942	0.984	0.240
0.272	0.860	0.038
0.161	0.836	0.114
0.042	0.281	0.306
0.033	0.769	0.321
0.146	0.240	0.130
0.123	0.965	0.056
0.537	0.842	0.254
0.750	0.699	0.576
0.200	0.437	0.732
0.459	0.410	0.585
0.019	0.184	0.133
0.018	0.785	0.696
0.137	0.538	0.399
0.845	0.574	0.872
0.359	0.580	0.410
0.107	0.066	0.324
0.270	0.006	0.347
0.442	0.987	0.450
0.827	0.383	0.698
0.857	0.322	0.102
0.343	0.260	0.198
0.178	0.786	0.294
0.798	0.246	0.081
0.155	0.701	0.390
0.252	0.770	0.224
0.382	0.931	0.833
0.772	0.587	0.967
0.925	0.112	0.460
0.597	0.451	0.981
0.159	0.477	0.861
0.391	0.269	0.186
0.673	0.231	0.938
0.674	0.834	0.895
0.794	0.101	0.310
0.224	0.529	0.251
0.500	0.038	0.190
0.992	0.108	0.530
0.692	0.133	0.340
0.802	0.208	0.847
0.200	0.468	0.064
0.287	0.417	0.324
0.162	0.656	0.384
0.098	0.598	0.495
0.626	0.048	0.317
0.633	0.246	0.695
0.111	0.927	0.188
0.382	0.806	0.810
0.612	0.100	0.775
0.816	0.208	0.636
0.513	0.972	0.580
0.280	0.603	0.218
0.607	0.881	0.272
0.556	0.609	0.322
0.390	0.860	0.239
0.076	0.737	0.175
0.643	0.477	0.135
0.046	0.916	0.457
0.197	0.488	0.771
0.861	0.459	0.198
0.033	0.314	0.838
0.837	0.125	0.453
0.146	0.429	0.913
0.775	0.501	0.999
0.150	0.124	0.767
0.546	0.401	0.403
0.612	0.722	0.095
0.048	0.222	0.171
0.415	0.458	0.993
0.365	0.570	0.649
0.056	0.120	0.329
0.219	0.849	0.415
0.954	0.067	0.956
0.435	0.782	0.238
0.930	0.350	0.589
0.004	0.438	0.733
0.552	0.988	0.090
0.656	0.139	0.040
0.440	0.932	0.632
0.108	0.404	0.895
0.837	0.603	0.881
0.030	0.704	0.810
0.809	0.606	0.374
0.434	0.121	0.464
0.887	0.285	0.393
0.747	0.708	0.328
0.734	0.924	0.391
0.382	0.716	0.450
0.018	0.576	0.230
0.647	0.240	0.299
0.696	0.568	0.927
0.213	0.634	0.165
0.254	0.173	0.434
0.375	0.792	0.622
0.823	0.073	0.219
0.359	0.005	0.369
0.074	0.163	0.340
0.750	0.957	0.184
0.924	0.828	0.262
0.503	0.012	0.247
0.234	0.930	0.210
0.405	0.587	0.728
0.450	0.656	0.679
0.911	0.407	0.867
0.545	0.389	0.086
0.863	0.393	0.713
0.278	0.681	0.018
0.507	0.661	0.270
0.549	0.317	0.779
0.439	0.176	0.066
0.619	0.534	0.319
0.249	0.192	0.548
0.926	0.458	0.323
0.877	0.035	0.011
0.342	0.565	0.090
0.070	0.569	0.004
0.845	0.715	0.016
0.047	0.695	0.572
0.626	0.259	0.066
0.752	0.688	0.899
0.607	0.062	0.659
0.819	0.303	0.671
0.497	0.976	0.508
0.199	0.219	0.499
0.136	0.644	0.619
0.907	0.121	0.970
0.898	0.867	0.442
0.207	0.748	0.547
0.476	0.073	0.108
0.615	0.448	0.976
0.567	0.929	0.174
0.195	0.216	0.795
0.555	0.124	0.515
0.903	0.400	0.827
0.243	0.571	0.537
0.469	0.017	0.419
0.326	0.066	0.581
0.352	0.721	0.153
0.920	0.738	0.037
0.502	0.571	0.820
0.430	0.557	0.843
0.863	0.593	0.388
0.495	0.642	0.938
0.387	0.478	0.362
0.829	0.007	0.525
0.728	0.382	0.380
0.629	0.484	0.242
0.127	0.777	0.578
0.359	0.366	0.566
0.213	0.598	0.670
0.189	0.440	0.940
0.074	0.601	0.959
0.817	0.810	0.548
0.276	0.373	0.826
0.880	0.692	0.240
0.567	0.585	0.170
0.423	0.822	0.608
0.935	0.274	0.059
0.950	0.857	0.213
0.126	0.938	0.338
0.429	0.782	0.936
0.619	0.332	0.210
0.327	0.900	0.151
0.953	0.335	0.974
0.434	0.488	0.376
0.910	0.304	0.981
0.253	0.960	0.474
0.671	0.626	0.193
0.300	0.590	0.256
0.481	0.666	0.544
0.957	0.464	0.398
0.877	0.462	0.846
0.706	0.016	0.118
0.310	0.894	0.661
0.669	0.430	0.712
0.024	0.978	0.172
0.842	0.135	0.631
0.944	0.935	0.774
0.965	0.790	0.393
0.878	0.927	0.843
0.494	0.562	0.724
0.833	0.397	0.828
0.527	0.072	0.030
0.226	0.724	0.608
0.968	0.818	0.964
0.869	0.988	0.350
0.580	0.344	0.457
0.063	0.601	0.828
0.327	0.616	0.781
0.826	0.425	0.756
0.577	0.187	0.249
0.104	0.779	0.665
0.569	0.023	0.808
0.456	0.249	0.363
0.299	0.852	0.157
0.631	0.715	0.046
0.209	0.685	0.896
0.321	0.650	0.919
0.351	0.465	0.210
0.459	0.239	0.418
0.379	0.732	0.236
0.291	0.291	0.912
0.860	0.550	0.152
0.813	0.491	0.261
0.010	0.946	0.079
0.120	0.920	0.861
0.424	0.134	0.195
0.135	0.744	0.076
0.159	0.658	0.391
0.519	0.131	0.026
0.378	0.919	0.175
0.537	0.927	0.332
0.215	0.005	0.321
0.159	0.543	0.540
0.465	0.417	0.368
0.027	0.904	0.604
0.993	0.530	0.743
0.129	0.874	0.013
0.201	0.536	0.321
0.240	0.023	0.151
0.228	0.422	0.772
0.176	0.382	0.477
0.914	0.185	0.780
0.684	0.494	0.602
0.392	0.832	0.093
0.249	0.596	0.913
0.521	0.127	0.559
0.345	0.963	0.448
0.380	0.411	0.185
0.704	0.228	0.374
0.426	0.238	0.923
0.295	0.851	0.466
0.934	0.947	0.671
0.000	0.940	0.536
0.120	0.951	0.971
0.909	0.452	0.747
0.745	0.447	0.282
0.180	0.889	0.639
0.023	0.911	0.555
0.461	0.214	0.131
0.776	0.627	0.904
0.791	0.641	0.003
0.212	0.890	0.159
0.392	0.681	0.022
0.809	0.881	0.181
0.046	0.620	0.028
0.449	0.627	0.632
0.557	0.123	0.448
0.208	0.617	0.534
0.030	0.374	0.311
0.594	0.102	0.293
1.000	0.272	0.431
0.518	0.555	0.555
0.355	0.600	0.976
0.370	0.254	0.628
0.588	0.655	0.351
0.189	0.880	0.129
0.072	0.304	0.408
0.523	0.472	0.572
0.363	0.906	0.367
0.719	0.960	0.276
0.222	0.164	0.776
0.968	0.023	0.212
0.084	0.983	0.559
0.233	0.469	0.550
0.978	0.989	0.786
0.879	0.916	0.565
0.668	0.097	0.755
0.745	0.734	0.704
0.003	0.022	0.469
0.917	0.581	0.022
0.043	0.711	0.833
0.067	0.021	0.625
0.290	0.507	0.279
0.962	0.091	0.848
0.447	0.531	0.459
0.156	0.545	0.930
0.291	0.726	0.584
0.818	0.049	0.728
0.488	0.857	0.221
0.490	0.009	0.062
0.036	0.092	0.662
0.985	0.249	0.365
0.972	0.897	0.711
0.651	0.058	0.069
0.081	0.729	0.771
0.869	0.477	0.614
0.180	0.536	0.107
0.015	0.015	0.074
0.981	0.203	0.656
0.128	0.450	0.020
0.533	0.447	0.837
0.556	0.555	0.097
0.234	0.291	0.884
0.694	0.055	0.996
0.608	0.049	0.324
0.892	0.916	0.761
0.380	0.256	0.311
0.653	0.617	0.895
0.019	0.577	0.987
0.880	0.806	0.024
0.534	0.258	0.403
0.191	0.526	0.181
0.939	0.202	0.658
0.713	0.897	0.338
0.250	0.972	0.929
0.791	0.921	0.543
0.735	0.795	0.896
0.598	0.300	0.458
0.279	0.836	0.886
0.648	0.701	0.078
0.262	0.629	0.022
0.463	0.507	0.932
0.226	0.723	0.790
0.366	0.773	0.301
0.196	0.260	0.918
0.343	0.907	0.416
0.413	0.611	0.421
0.005	0.748	0.716
0.999	0.290	0.111
0.917	0.030	0.723
0.285	0.803	0.813
0.208	0.069	0.732
0.759	0.217	0.164
0.433	0.679	0.587
0.742	0.578	0.464
0.457	0.105	0.310
0.838	0.684	0.489
0.394	0.257	0.913
0.161	0.075	0.362
0.827	0.787	0.649
0.721	0.387	0.570
0.313	0.944	0.892
0.884	0.819	0.206
0.142	0.802	0.684
0.893	0.939	0.078
0.191	0.894	0.422
0.161	0.418	0.079
0.865	0.283	0.736
0.455	0.108	0.973
0.997	0.724	0.061
0.365	0.339	0.418
0.308	0.386	0.948
0.208	0.836	0.004
0.711	0.233	0.701
0.077	0.623	0.575
0.600	0.660	0.987
0.508	0.474	0.574
0.582	0.075	0.688
0.050	0.036	0.681
0.533	0.300	0.905
0.737	0.343	0.347
0.765	0.305	0.696
0.698	0.376	0.582
0.155	0.896	0.118
0.933	0.796	0.752
0.280	0.227	0.249
0.355	0.291	0.998
0.098	0.991	0.132
0.179	0.570	0.068
0.240	0.929	0.300
0.051	0.268	0.788
0.345	0.698	0.616
0.173	0.914	0.294
0.308	0.606	0.865
0.596	0.080	0.906
0.528	0.964	0.826
0.529	0.633	0.844
0.377	0.704	0.594
0.385	0.268	0.850
0.490	0.162	0.104
0.964	0.474	0.144
0.424	0.727	0.800
0.104	0.935	0.003
0.064	0.093	0.473
0.503	0.631	0.220
0.936	0.244	0.096
0.237	0.026	0.825
0.698	0.840	0.673
0.611	0.121	0.042
0.637	0.630	0.939
0.918	0.008	0.770
0.448	0.319	0.352
0.054	0.522	0.757
0.893	0.360	0.506
0.154	0.012	0.085
0.860	0.611	0.535
0.875	0.744	0.743
0.504	0.068	0.264
0.481	0.167	0.010
0.110	0.957	0.415
0.019	0.404	0.787
0.264	0.027	0.089
0.251	0.910	0.916
0.512	0.878	0.573
0.945	0.118	0.490
0.224	0.148	0.186
0.522	0.991	0.729
0.834	0.827	0.416
0.190	0.690	0.569
0.049	0.520	0.464
0.809	0.229	0.157
0.413	0.058	0.570
0.200	0.673	0.249
0.341	0.048	0.567
0.414	0.867	0.987
0.961	0.547	0.918
0.578	0.914	0.801
0.742	0.776	0.306
0.779	0.849	0.456
0.824	0.581	0.742
0.973	0.546	0.370
0.316	0.356	0.310
0.282	0.265	0.916
0.824	0.793	0.954
0.306	0.746	0.752
0.497	0.268	0.896
0.237	0.270	0.666
0.998	0.863	0.212
0.823	0.021	0.766
0.103	0.704	0.980
0.314	0.846	0.422
0.277	0.703	0.836
0.493	0.099	0.623
0.243	0.150	0.206
0.089	0.974	0.375
0.324	0.271	0.283
0.432	0.978	0.081
0.647	0.944	0.425
0.657	0.263	0.303
0.646	0.502	0.286
0.433	0.696	0.318
0.869	0.340	0.369
0.759	0.411	0.848
0.835	0.320	0.862
0.648	0.920	0.936
0.278	0.057	0.564
0.901	0.685	0.961
0.129	0.611	0.276
0.082	0.814	0.473
0.327	0.361	0.204
0.771	0.721	0.421
0.011	0.357	0.498
0.729	0.093	0.295
0.598	0.375	0.270
0.959	0.659	0.040
0.199	0.515	0.148
0.700	0.702	0.852
0.390	0.657	0.358
0.341	0.177	0.795
0.773	0.465	0.323
0.212	0.079	0.304
0.019	0.569	0.540
0.700	0.139	0.439
0.915	0.501	0.936
0.910	0.946	0.561
0.580	0.736	0.119
0.946	0.609	0.401
0.263	0.868	0.867
0.721	0.105	0.598
0.616	0.099	0.620
0.346	0.984	0.358
0.678	0.659	0.889
0.701	0.673	0.830
0.035	0.841	0.140
0.401	0.316	0.410
0.962	0.203	0.829
0.077	0.230	0.896
0.936	0.572	0.913
0.728	0.874	0.594
0.694	0.811	0.280
0.271	0.476	0.941
0.088	0.934	0.622
0.746	0.868	0.384
0.798	0.236	0.244
0.030	0.860	0.560
0.840	0.469	0.827
0.270	0.206	0.477
0.362	0.512	0.091
0.336	0.669	0.448
0.314	0.707	0.358
0.983	0.832	0.559
0.999	0.145	0.629
0.843	0.351	0.529
0.420	0.664	0.942
0.528	0.887	0.008
0.028	0.002	0.743
0.323	0.199	0.694
0.856	0.947	0.026
0.848	0.149	0.165
0.782	0.440	0.344
0.964	0.291	0.725
0.139	0.261	0.717
0.119	0.375	0.813
0.186	0.876	0.962
0.059	0.598	0.266
0.595	0.283	0.212
0.741	0.026	0.857
0.824	0.881	0.571
0.071	0.065	0.959
0.551	0.899	0.480
0.156	0.082	0.950
0.434	0.937	0.698
0.690	0.984	0.539
0.416	0.852	0.938
0.396	0.718	0.108
0.516	0.316	0.602
0.347	0.514	0.302
0.042	0.318	0.807
0.029	0.633	0.589
0.346	0.850	0.137
0.583	0.879	0.618
0.780	0.319	0.519
0.130	0.547	0.553
0.395	0.157	0.307
0.715	0.814	0.109
0.100	0.083	0.014
0.997	0.082	0.730
0.967	0.748	0.402
0.161	0.500	0.442
0.819	0.480	0.678
0.768	0.123	0.336
0.797	0.888	0.981
0.917	0.524	0.249
0.105	0.711	0.914
0.479	0.149	0.462
0.477	0.809	0.119
0.101	0.422	0.876
0.558	0.481	0.090
0.037	0.488	0.758
0.351	0.980	0.044
0.671	0.559	0.437
0.701	0.461	0.596
0.407	0.891	0.005
0.766	0.518	0.272
0.667	0.192	0.895
0.713	0.428	0.131
0.213	0.612	0.482
0.417	0.826	0.709
0.963	0.818	0.310
0.296	0.863	0.488
0.552	0.913	0.832
0.947	0.955	0.228
0.635	0.887	0.856
