0.905	0.330	0.865	0.396
0.159	0.677	0.810	0.473
0.449	0.718	0.312	0.231
0.825	0.722	0.711	0.365
0.512	0.281	0.475	0.964
0.900	0.547	0.095	0.157
0.501	0.310	0.991	0.506
0.911	0.085	0.363	0.934
0.978	0.752	0.680	0.270
0.424	0.632	0.346	0.395
0.665	0.136	0.258	0.918
0.019	0.874	0.890	0.420
0.593	0.447	0.540	0.148
0.967	0.632	0.961	0.704
0.090	0.364	0.970	0.614
0.144	0.217	0.046	0.247
0.673	0.205	0.737	0.100
0.770	0.843	0.035	0.669
0.124	0.659	0.532	0.187
0.782	0.066	0.423	0.409
0.586	0.099	0.515	0.468
0.399	0.158	0.541	0.349
0.031	0.855	0.751	0.968
0.788	0.008	0.962	0.858
0.565	0.537	0.295	0.195
0.266	0.455	0.146	0.386
0.058	0.505	0.898	0.632
0.351	0.986	0.132	0.266
0.881	0.177	0.484	0.714
0.364	0.337	0.683	0.348
0.920	0.037	0.664	0.148
0.201	0.883	0.826	0.109
0.027	0.633	0.083	0.486
0.678	0.267	0.254	0.882
0.671	0.278	0.510	0.858
0.500	0.631	0.047	0.421
0.572	0.320	0.277	0.331
0.871	0.815	0.145	0.491
0.719	0.878	0.842	0.091
0.667	0.626	0.069	0.086
0.290	0.262	0.283	0.754
0.760	0.333	0.117	0.211
0.737	0.335	0.436	0.695
0.608	0.241	0.395	0.547
0.641	0.185	0.796	0.692
0.016	0.227	0.103	0.045
0.299	0.930	0.211	0.679
0.985	0.840	0.636	0.883
0.573	0.750	0.944	0.663
0.693	0.149	0.710	0.587
0.523	0.024	0.346	0.434
0.051	0.604	0.920	0.615
0.696	0.233	0.947	0.813
0.391	0.774	0.617	0.455
0.092	0.685	0.960	0.570
0.161	0.449	0.258	0.021
0.622	0.184	0.430	0.820
0.696	0.264	0.866	0.848
0.066	0.019	0.428	0.885
0.065	0.984	0.093	0.961
0.891	0.690	0.622	0.818
0.594	0.527	0.831	0.664
0.739	0.072	0.020	0.853
0.806	0.062	0.332	0.922
0.681	0.657	0.923	0.598
0.995	0.339	0.752	0.778
0.923	0.427	0.357	0.177
0.112	0.410	0.966	0.926
0.202	0.534	0.926	0.188
0.363	0.504	0.288	0.280
0.645	0.341	0.183	0.965
0.333	0.444	0.934	0.228
0.560	0.906	0.773	0.586
0.146	0.833	0.468	0.314
0.774	0.051	0.851	0.762
0.474	0.958	0.740	0.737
0.895	0.818	0.550	0.382
0.521	0.584	0.592	0.679
0.577	0.498	0.612	0.589
0.483	0.075	0.426	0.044
0.547	0.548	0.543	0.408
0.523	0.632	0.583	0.943
0.853	0.255	0.262	0.607
0.293	0.184	0.158	0.722
0.407	0.424	0.425	0.754
0.508	0.443	0.012	0.818
0.375	0.245	0.794	0.913
0.563	0.289	0.775	0.300
0.400	0.433	0.957	0.894
0.074	0.187	0.835	0.202
0.632	0.414	0.226	0.047
0.303	0.749	0.496	0.708
0.344	0.808	0.715	0.350
0.298	0.367	0.437	0.988
0.349	0.957	0.747	0.440
0.197	0.378	0.582	0.923
0.947	0.303	0.858	0.498
0.050	0.080	0.563	0.623
0.921	0.338	0.313	0.122
0.477	0.210	0.455	0.178
0.810	0.253	0.279	0.215
0.111	0.368	0.549	0.606
0.669	0.933	0.085	0.695
0.471	0.593	0.300	0.942
0.913	0.259	0.111	0.296
0.678	0.532	0.755	0.881
0.829	0.976	0.669	0.090
0.218	0.163	0.076	0.096
0.487	0.263	0.680	0.177
0.078	0.202	0.825	0.954
0.677	0.700	0.296	0.048
0.276	0.610	0.125	0.671
0.205	0.473	0.510	0.086
0.670	0.405	0.518	0.414
0.767	0.346	0.144	0.411
0.963	0.063	0.316	0.820
0.408	0.084	0.989	0.624
0.466	0.583	0.908	0.344
0.645	0.662	0.704	0.488
0.917	0.537	0.766	0.796
0.139	0.510	0.133	0.731
0.616	0.308	0.423	0.625
0.026	0.216	0.327	0.079
0.811	0.807	0.598	0.462
0.868	0.752	0.618	0.277
0.212	0.413	0.141	0.597
0.640	0.691	0.010	0.042
0.757	0.910	0.065	0.545
0.985	0.446	0.592	0.946
0.044	0.427	0.947	0.462
0.124	0.626	0.199	0.460
0.819	0.123	0.689	0.078
0.398	0.358	0.079	0.151
0.770	0.735	0.134	0.666
0.380	0.651	1.000	0.047
0.126	0.419	0.816	0.439
0.724	0.062	0.738	0.257
0.611	0.860	0.001	0.422
0.776	0.399	0.779	0.280
0.446	0.544	0.202	0.767
0.611	0.904	0.024	0.616
0.563	0.461	0.204	0.217
0.264	0.688	0.657	0.837
0.960	0.301	0.871	0.707
0.191	0.932	0.899	0.142
0.747	0.976	0.431	0.344
0.958	0.613	0.231	0.825
0.406	0.900	0.635	0.322
0.989	0.294	0.098	0.831
0.500	0.637	0.511	0.587
0.113	0.857	0.204	0.667
0.078	0.792	0.791	0.363
0.561	0.569	0.895	0.897
0.394	0.559	0.006	0.778
0.663	0.360	0.120	0.853
0.075	0.695	0.475	0.771
0.184	0.641	0.981	0.406
0.044	0.334	0.550	0.642
0.894	0.857	0.862	0.647
0.174	0.245	0.753	0.769
0.163	0.740	0.918	0.286
0.876	0.798	0.270	0.954
0.458	0.240	0.721	0.310
0.712	0.032	0.249	0.646
0.314	0.253	0.009	0.655
0.620	0.202	0.567	0.605
0.897	0.204	0.817	0.522
0.401	0.260	0.096	0.730
0.085	0.904	0.423	0.534
0.848	0.207	0.147	0.009
0.678	0.148	0.571	0.907
0.923	0.395	0.561	0.072
0.702	0.541	0.622	0.248
0.336	0.298	0.777	0.026
0.825	0.103	0.638	0.248
0.105	0.438	0.748	0.542
0.807	0.006	0.533	0.582
0.664	0.195	0.274	0.352
0.962	0.319	0.703	0.468
0.266	0.175	0.898	0.536
0.459	0.604	0.311	0.165
0.615	0.988	0.712	0.295
0.121	0.208	0.007	0.655
0.837	0.154	0.174	0.391
0.124	0.879	0.490	0.455
0.499	0.326	0.083	0.964
0.450	0.035	0.248	0.970
0.798	0.526	0.928	0.812
0.041	0.100	0.961	0.995
0.441	0.213	0.013	0.483
0.091	0.934	0.047	0.959
0.356	0.342	0.479	0.874
0.060	0.900	0.468	0.687
0.248	0.013	0.817	0.942
0.141	0.466	0.908	0.129
0.944	0.443	0.495	0.942
0.984	0.604	0.089	0.400
0.135	0.780	0.283	0.665
0.513	0.111	0.870	0.203
0.634	0.053	0.865	0.805
0.771	0.518	0.341	0.956
0.845	0.647	0.569	0.289
0.059	0.814	0.324	0.576
0.031	0.266	0.787	0.387
0.147	0.011	0.446	0.853
0.700	0.568	0.174	0.545
0.795	0.926	0.653	0.566
0.790	0.765	0.823	0.441
0.514	0.496	0.278	0.355
0.100	0.424	0.349	0.276
0.485	0.692	0.260	0.397
0.592	0.774	0.030	0.697
0.824	0.129	0.184	0.062
0.536	0.969	0.211	0.850
0.916	0.510	0.452	0.710
0.751	0.049	0.878	0.032
0.793	0.143	0.848	0.018
0.798	0.469	0.504	0.362
0.795	0.612	0.591	0.498
0.985	0.826	0.645	0.910
0.375	0.472	0.245	0.347
0.549	0.412	0.379	0.004
0.270	0.668	0.443	0.285
0.537	0.687	0.464	0.578
0.324	0.301	0.501	0.231
0.266	0.106	0.018	0.907
0.670	0.873	0.238	0.944
0.475	0.406	0.733	0.760
0.782	0.040	0.784	0.545
0.312	0.090	0.266	0.154
0.720	0.627	0.003	0.009
0.598	0.007	0.403	0.169
0.006	0.646	0.245	0.534
0.884	0.898	0.814	0.900
0.421	0.311	0.858	0.990
0.298	0.492	0.526	0.846
0.703	0.849	0.833	0.333
0.629	0.704	0.082	0.293
0.508	0.920	0.860	0.813
0.729	0.926	0.555	0.774
0.598	0.740	0.307	0.460
0.778	0.170	0.677	0.681
0.302	0.321	0.876	0.482
0.726	0.385	0.721	0.501
0.343	0.039	0.886	0.849
0.003	0.398	0.972	0.919
0.815	0.845	0.877	0.957
0.974	0.351	0.834	0.298
0.983	0.581	0.792	0.634
0.880	0.974	0.964	0.681
0.528	0.583	0.855	0.886
0.896	0.431	0.503	0.635
0.819	0.842	0.383	0.725
0.740	0.084	0.849	0.333
0.411	0.757	0.775	0.429
0.184	1.000	0.066	0.785
0.895	0.337	0.115	0.309
0.462	0.152	0.638	0.642
0.502	0.501	0.452	0.834
0.762	0.017	0.204	0.406
0.974	0.898	0.896	0.153
0.246	0.740	0.577	0.810
0.279	0.865	0.993	0.915
0.341	0.931	0.892	0.092
0.068	0.645	0.927	0.150
0.858	0.622	0.796	0.514
0.423	0.255	0.351	0.294
0.344	0.200	0.993	0.632
0.260	0.546	0.665	0.822
0.574	0.303	0.398	0.368
0.395	0.408	0.892	0.252
0.643	0.545	0.860	0.604
0.540	0.584	0.178	0.903
0.320	0.328	0.093	0.459
0.628	0.494	0.724	0.139
0.236	0.035	0.898	0.884
0.762	0.192	0.612	0.904
0.077	0.448	0.274	0.710
0.107	0.534	0.866	0.903
0.821	0.526	0.149	0.621
0.405	0.513	0.153	0.461
0.216	0.280	0.348	0.713
0.097	0.585	0.894	0.886
0.050	0.312	0.000	0.253
0.803	0.944	0.838	0.228
0.981	0.571	0.678	0.040
0.756	0.550	0.171	0.650
0.298	0.726	0.472	0.789
0.448	0.021	0.211	0.213
0.696	0.638	0.680	0.785
0.848	0.108	0.601	0.783
0.342	0.503	0.181	0.456
0.554	0.876	0.925	0.801
0.564	0.683	0.674	0.270
0.674	0.320	0.468	0.248
0.836	0.237	0.444	0.368
0.068	0.497	0.585	0.102
0.674	0.247	0.849	0.613
0.052	0.202	0.435	0.091
0.554	0.963	0.259	0.327
0.193	0.312	0.147	0.182
0.523	0.499	0.582	0.181
0.654	0.550	0.843	0.304
0.675	0.490	0.710	0.522
0.720	0.415	0.943	0.894
0.008	0.321	0.066	0.603
0.738	0.862	0.187	0.543
0.947	0.742	0.798	0.699
0.757	0.139	0.603	0.894
0.259	0.540	0.610	0.120
0.897	0.656	0.014	0.721
0.125	0.603	0.768	0.404
0.700	0.883	0.182	0.338
0.442	0.240	0.410	0.865
0.949	0.101	0.403	0.777
0.759	0.929	0.173	0.150
0.717	0.298	0.199	0.531
0.979	0.005	0.205	0.899
0.502	0.388	0.834	0.583
0.038	0.826	0.070	0.878
0.367	0.460	0.237	0.516
0.457	0.483	0.683	0.352
0.399	0.869	0.899	0.279
0.050	0.599	0.531	0.477
0.414	0.339	0.987	0.086
0.641	0.166	0.261	0.225
0.446	0.490	0.798	0.763
0.429	0.299	0.252	0.726
0.406	0.674	0.422	0.769
0.049	0.847	0.497	0.225
0.565	0.845	0.577	0.884
0.662	0.474	0.197	0.169
0.231	0.958	0.422	0.714
0.447	0.130	0.191	0.263
0.101	0.306	0.080	0.196
0.494	0.410	0.202	0.705
0.692	0.064	0.057	0.144
0.532	0.376	0.049	0.594
0.170	0.061	0.463	0.726
0.368	0.342	0.573	0.239
0.436	0.295	0.521	0.418
0.788	0.433	0.669	0.345
0.425	0.603	0.187	0.988
0.494	0.696	0.409	0.356
0.556	0.952	0.708	0.767
0.785	0.661	0.348	0.348
0.978	0.533	0.359	0.693
0.461	0.869	0.156	0.046
0.680	0.639	0.238	0.877
0.110	0.755	0.959	0.498
0.681	0.225	0.891	0.849
0.762	0.162	0.725	0.040
0.277	0.623	0.308	0.606
0.365	0.311	0.374	0.060
0.737	0.911	0.773	0.424
0.061	0.859	0.308	0.045
0.936	0.767	0.308	0.787
0.910	0.052	0.087	0.481
0.559	0.781	0.986	0.299
0.728	0.465	0.452	0.282
0.896	0.651	0.453	0.960
0.457	0.583	0.062	0.758
0.110	0.638	0.944	0.360
0.637	0.009	0.664	0.058
0.858	0.092	0.011	0.843
0.458	0.813	0.680	0.874
0.796	0.550	0.194	0.513
0.667	0.364	0.426	0.204
0.043	0.423	0.422	0.195
0.689	0.975	0.456	0.857
0.651	0.773	0.409	0.571
0.101	0.260	0.446	0.446
0.219	0.636	0.554	0.578
0.215	0.749	0.660	0.807
0.553	0.807	0.788	0.250
0.683	0.439	0.743	0.985
0.367	0.234	0.083	0.259
0.996	0.615	0.446	0.084
0.614	0.766	0.398	0.611
0.616	0.634	0.945	0.615
0.536	0.714	0.871	0.072
0.538	0.325	0.313	0.940
0.645	1.000	0.362	0.801
0.870	0.156	0.968	0.577
0.804	0.045	0.801	0.127
0.936	0.716	0.966	0.547
0.127	0.803	0.881	0.554
0.872	0.282	0.654	0.291
0.647	0.869	0.486	0.945
0.721	0.597	0.484	0.651
0.918	0.980	0.068	0.648
0.910	0.991	0.518	0.917
0.043	0.659	0.649	0.265
0.131	0.876	0.856	0.794
0.559	0.484	0.926	0.918
0.977	0.153	0.718	0.929
0.198	0.049	0.881	0.315
0.155	0.616	0.556	0.236
0.426	0.860	0.143	0.281
0.943	0.568	0.819	0.986
0.444	0.766	0.722	0.736
0.931	0.187	0.333	0.941
0.375	0.962	0.680	0.669
0.799	0.506	0.984	0.834
0.308	0.037	0.808	0.404
0.717	0.204	0.182	0.893
0.820	0.776	0.173	0.570
0.369	0.212	0.697	0.668
0.632	0.722	0.049	0.689
0.052	0.739	0.166	0.446
0.386	0.413	0.093	0.953
0.990	0.550	0.165	0.484
0.975	0.635	0.273	0.107
0.240	0.631	0.980	0.229
0.767	0.818	0.388	0.448
0.624	0.715	0.451	0.492
0.654	0.017	0.331	0.816
0.503	0.066	0.828	0.996
0.231	0.468	0.920	0.882
0.334	0.601	0.767	0.765
0.288	0.674	0.719	0.085
0.491	0.763	0.137	0.438
0.484	0.337	0.487	0.825
0.167	0.353	0.225	0.928
0.031	0.213	0.465	0.411
0.145	0.669	0.363	0.553
0.952	0.313	0.054	0.240
0.680	0.505	0.072	0.018
0.841	0.900	0.091	0.706
0.003	0.509	0.404	0.670
0.237	0.215	0.632	0.385
0.620	0.478	0.914	0.689
0.257	0.065	0.420	0.337
0.437	0.396	0.119	0.726
0.844	0.821	0.258	0.241
0.999	0.833	0.027	0.503
0.191	0.449	0.864	0.077
0.248	0.633	0.903	0.528
0.386	0.347	0.854	0.306
0.642	0.850	0.913	0.019
0.483	0.901	0.145	0.474
0.351	0.555	0.690	0.727
0.575	0.386	0.446	0.017
0.718	0.566	0.031	0.623
0.546	0.206	0.706	0.994
0.920	0.113	0.767	0.006
0.279	0.337	0.777	0.538
0.063	0.418	0.059	0.824
0.067	0.872	0.905	0.449
0.641	0.860	0.945	0.100
0.083	0.907	0.372	0.892
0.124	0.608	0.858	0.725
0.495	0.866	0.196	0.920
0.481	0.996	0.525	0.691
0.706	0.086	0.523	0.265
0.300	0.335	0.102	0.216
0.505	0.909	0.280	0.715
0.471	0.581	0.618	0.912
0.422	0.535	0.133	0.453
0.786	0.383	0.184	0.880
0.758	0.729	0.304	0.024
0.626	0.657	0.108	0.674
0.990	0.946	0.144	0.511
0.732	0.743	0.559	0.918
0.812	0.495	0.811	0.771
0.357	0.218	0.241	0.288
0.677	0.993	0.541	0.252
0.962	0.136	0.203	0.823
0.838	0.059	0.994	0.483
0.040	0.323	0.682	0.413
0.164	0.943	0.207	0.629
0.188	0.052	0.508	0.212
0.454	0.286	0.935	0.706
0.952	0.661	0.902	0.920
0.061	0.146	0.490	0.934
0.752	0.603	0.142	0.183
0.167	0.733	0.075	0.183
0.708	0.606	0.546	0.584
0.475	0.302	0.902	0.330
0.913	0.504	0.549	0.740
0.719	0.540	0.231	0.258
0.209	0.024	0.405	0.057
0.505	0.924	0.203	0.016
0.383	0.605	0.929	0.018
0.113	0.162	0.633	0.690
0.915	0.231	0.936	0.660
0.579	0.738	0.125	0.588
0.810	0.873	0.167	0.072
0.001	0.618	0.566	0.562
0.139	0.270	0.640	0.256
0.273	0.612	0.080	0.203
0.802	0.105	0.670	0.337
0.857	0.333	0.733	0.581
0.358	0.641	0.654	0.013
0.966	0.672	0.021	0.175
0.082	0.430	0.550	0.719
0.561	0.600	0.260	0.291
0.405	0.393	0.008	0.773
0.232	0.514	0.059	0.211
0.945	0.545	0.386	0.861
0.840	0.090	0.537	0.188
0.012	0.819	0.912	0.418
0.713	0.662	0.563	0.948
0.274	0.522	0.545	0.942
0.255	0.792	0.956	0.274
0.135	0.833	0.464	0.489
0.518	0.133	0.322	0.097
0.037	0.313	0.728	0.379
0.871	0.463	0.831	0.640
0.721	0.103	0.937	0.159
0.712	0.923	0.373	0.794
0.957	0.216	0.091	0.813
0.507	0.184	0.038	0.266
0.200	0.732	0.308	0.622
0.585	0.386	0.132	0.100
0.420	0.162	0.953	0.919
0.742	0.651	0.513	0.756
0.094	0.055	0.255	0.699
0.004	0.142	0.757	0.961
0.076	0.699	0.539	0.645
0.942	0.984	0.240	0.892
0.272	0.860	0.038	0.987
0.161	0.836	0.114	0.671
0.042	0.281	0.306	0.556
0.033	0.769	0.321	0.228
0.146	0.240	0.130	0.060
0.123	0.965	0.056	0.758
0.537	0.842	0.254	0.292
0.750	0.699	0.576	0.272
0.200	0.437	0.732	0.684
0.459	0.410	0.585	0.741
0.019	0.184	0.133	0.064
0.018	0.785	0.696	0.050
0.137	0.538	0.399	0.267
0.845	0.574	0.872	0.193
0.359	0.580	0.410	0.582
0.107	0.066	0.324	0.543
0.270	0.006	0.347	0.770
0.442	0.987	0.450	0.968
0.827	0.383	0.698	0.877
0.857	0.322	0.102	0.969
0.343	0.260	0.198	0.479
0.178	0.786	0.294	0.737
0.798	0.246	0.081	0.235
0.155	0.701	0.390	0.998
0.252	0.770	0.224	0.221
0.382	0.931	0.833	0.783
0.772	0.587	0.967	0.541
0.925	0.112	0.460	0.843
0.597	0.451	0.981	0.925
0.159	0.477	0.861	0.747
0.391	0.269	0.186	0.031
0.673	0.231	0.938	0.725
0.674	0.834	0.895	0.834
0.794	0.101	0.310	0.252
0.224	0.529	0.251	0.513
0.500	0.038	0.190	0.444
0.992	0.108	0.530	0.647
0.692	0.133	0.340	0.230
0.802	0.208	0.847	0.517
0.200	0.468	0.064	0.557
0.287	0.417	0.324	0.325
0.162	0.656	0.384	0.634
0.098	0.598	0.495	0.430
0.626	0.048	0.317	0.132
0.633	0.246	0.695	0.875
0.111	0.927	0.188	0.461
0.382	0.806	0.810	0.053
0.612	0.100	0.775	0.312
0.816	0.208	0.636	0.191
0.513	0.972	0.580	0.957
0.280	0.603	0.218	0.739
0.607	0.881	0.272	0.004
0.556	0.609	0.322	0.336
0.390	0.860	0.239	0.316
0.076	0.737	0.175	0.322
0.643	0.477	0.135	0.456
0.046	0.916	0.457	0.790
0.197	0.488	0.771	0.005
0.861	0.459	0.198	0.569
0.033	0.314	0.838	0.913
0.837	0.125	0.453	0.227
0.146	0.429	0.913	0.285
0.775	0.501	0.999	0.796
0.150	0.124	0.767	0.201
0.546	0.401	0.403	0.078
0.612	0.722	0.095	0.989
0.048	0.222	0.171	0.386
0.415	0.458	0.993	0.131
0.365	0.570	0.649	0.207
0.056	0.120	0.329	0.468
0.219	0.849	0.415	0.987
0.954	0.067	0.956	0.949
0.435	0.782	0.238	0.754
0.930	0.350	0.589	0.235
0.004	0.438	0.733	0.046
0.552	0.988	0.090	0.625
0.656	0.139	0.040	0.810
0.440	0.932	0.632	0.834
0.108	0.404	0.895	0.953
0.837	0.603	0.881	0.908
0.030	0.704	0.810	0.655
0.809	0.606	0.374	0.175
0.434	0.121	0.464	0.580
0.887	0.285	0.393	0.536
0.747	0.708	0.328	0.026
0.734	0.924	0.391	0.246
0.382	0.716	0.450	0.637
0.018	0.576	0.230	0.582
0.647	0.240	0.299	0.391
0.696	0.568	0.927	0.387
0.213	0.634	0.165	0.686
0.254	0.173	0.434	0.062
0.375	0.792	0.622	0.374
0.823	0.073	0.219	0.335
0.359	0.005	0.369	0.181
0.074	0.163	0.340	0.660
0.750	0.957	0.184	0.509
0.924	0.828	0.262	0.026
0.503	0.012	0.247	0.233
0.234	0.930	0.210	0.826
0.405	0.587	0.728	0.163
0.450	0.656	0.679	0.390
0.911	0.407	0.867	0.730
0.545	0.389	0.086	0.961
0.863	0.393	0.713	0.914
0.278	0.681	0.018	0.279
0.507	0.661	0.270	0.053
0.549	0.317	0.779	0.644
0.439	0.176	0.066	0.302
0.619	0.534	0.319	0.517
0.249	0.192	0.548	0.998
0.926	0.458	0.323	0.707
0.877	0.035	0.011	0.987
0.342	0.565	0.090	0.744
0.070	0.569	0.004	0.644
0.845	0.715	0.016	0.846
0.047	0.695	0.572	0.490
0.626	0.259	0.066	0.104
0.752	0.688	0.899	0.367
0.607	0.062	0.659	0.969
0.819	0.303	0.671	0.137
0.497	0.976	0.508	0.268
0.199	0.219	0.499	0.382
0.136	0.644	0.619	0.128
0.907	0.121	0.970	0.193
0.898	0.867	0.442	0.174
0.207	0.748	0.547	0.621
0.476	0.073	0.108	0.441
0.615	0.448	0.976	0.928
0.567	0.929	0.174	0.601
0.195	0.216	0.795	0.905
0.555	0.124	0.515	0.722
0.903	0.400	0.827	0.809
0.243	0.571	0.537	0.621
0.469	0.017	0.419	0.085
0.326	0.066	0.581	0.213
0.352	0.721	0.153	0.967
0.920	0.738	0.037	0.360
0.502	0.571	0.820	0.284
0.430	0.557	0.843	0.155
0.863	0.593	0.388	0.935
0.495	0.642	0.938	0.804
0.387	0.478	0.362	0.788
0.829	0.007	0.525	0.439
0.728	0.382	0.380	0.344
0.629	0.484	0.242	0.195
0.127	0.777	0.578	0.387
0.359	0.366	0.566	0.978
0.213	0.598	0.670	0.548
0.189	0.440	0.940	0.269
0.074	0.601	0.959	0.558
0.817	0.810	0.548	0.968
0.276	0.373	0.826	0.721
0.880	0.692	0.240	0.627
0.567	0.585	0.170	0.612
0.423	0.822	0.608	0.060
0.935	0.274	0.059	0.407
0.950	0.857	0.213	0.994
0.126	0.938	0.338	0.346
0.429	0.782	0.936	0.646
0.619	0.332	0.210	0.983
0.327	0.900	0.151	0.981
0.953	0.335	0.974	0.469
0.434	0.488	0.376	0.547
0.910	0.304	0.981	0.874
0.253	0.960	0.474	0.801
0.671	0.626	0.193	0.865
0.300	0.590	0.256	0.320
0.481	0.666	0.544	0.757
0.957	0.464	0.398	0.375
0.877	0.462	0.846	0.243
0.706	0.016	0.118	0.538
0.310	0.894	0.661	0.403
0.669	0.430	0.712	0.329
0.024	0.978	0.172	0.982
0.842	0.135	0.631	0.000
0.944	0.935	0.774	0.213
0.965	0.790	0.393	0.931
0.878	0.927	0.843	0.439
0.494	0.562	0.724	0.980
0.833	0.397	0.828	0.525
0.527	0.072	0.030	0.172
0.226	0.724	0.608	0.158
0.968	0.818	0.964	0.969
0.869	0.988	0.350	0.655
0.580	0.344	0.457	0.944
0.063	0.601	0.828	0.805
0.327	0.616	0.781	0.809
0.826	0.425	0.756	0.001
0.577	0.187	0.249	0.923
0.104	0.779	0.665	0.759
0.569	0.023	0.808	0.025
0.456	0.249	0.363	0.595
0.299	0.852	0.157	0.542
0.631	0.715	0.046	0.024
0.209	0.685	0.896	0.958
0.321	0.650	0.919	0.115
0.351	0.465	0.210	0.317
0.459	0.239	0.418	0.516
0.379	0.732	0.236	0.681
0.291	0.291	0.912	0.829
0.860	0.550	0.152	0.881
0.813	0.491	0.261	0.724
0.010	0.946	0.079	0.290
0.120	0.920	0.861	0.499
0.424	0.134	0.195	0.309
0.135	0.744	0.076	0.907
0.159	0.658	0.391	0.609
0.519	0.131	0.026	0.356
0.378	0.919	0.175	0.686
0.537	0.927	0.332	0.756
0.215	0.005	0.321	0.296
0.159	0.543	0.540	0.585
0.465	0.417	0.368	0.458
0.027	0.904	0.604	0.675
0.993	0.530	0.743	0.793
0.129	0.874	0.013	0.147
0.201	0.536	0.321	0.827
0.240	0.023	0.151	0.708
0.228	0.422	0.772	0.545
0.176	0.382	0.477	0.116
0.914	0.185	0.780	0.346
0.684	0.494	0.602	0.962
0.392	0.832	0.093	0.453
0.249	0.596	0.913	0.785
0.521	0.127	0.559	0.921
0.345	0.963	0.448	0.530
0.380	0.411	0.185	0.840
0.704	0.228	0.374	0.652
0.426	0.238	0.923	0.641
0.295	0.851	0.466	0.503
0.934	0.947	0.671	0.282
0.000	0.940	0.536	0.975
0.120	0.951	0.971	0.710
0.909	0.452	0.747	0.747
0.745	0.447	0.282	0.638
0.180	0.889	0.639	0.577
0.023	0.911	0.555	0.990
0.461	0.214	0.131	0.655
0.776	0.627	0.904	0.351
0.791	0.641	0.003	0.119
0.212	0.890	0.159	0.190
0.392	0.681	0.022	0.042
0.809	0.881	0.181	0.679
0.046	0.620	0.028	0.363
0.449	0.627	0.632	0.920
0.557	0.123	0.448	0.564
0.208	0.617	0.534	0.558
0.030	0.374	0.311	0.768
0.594	0.102	0.293	0.526
1.000	0.272	0.431	0.149
0.518	0.555	0.555	0.328
