0.921	0.338	0.313	0.122	0.050	
0.477	0.210	0.455	0.178	0.877	
0.810	0.253	0.279	0.215	0.685	
0.111	0.368	0.549	0.606	0.254	
0.669	0.933	0.085	0.695	0.422	
0.471	0.593	0.300	0.942	0.088	
0.913	0.259	0.111	0.296	0.097	
0.678	0.532	0.755	0.881	0.829	
0.829	0.976	0.669	0.090	0.014	
0.218	0.163	0.076	0.096	0.168	
0.487	0.263	0.680	0.177	0.008	
0.078	0.202	0.825	0.954	0.799	
0.677	0.700	0.296	0.048	0.981	
0.276	0.610	0.125	0.671	0.893	
0.205	0.473	0.510	0.086	0.182	
0.670	0.405	0.518	0.414	0.392	
0.767	0.346	0.144	0.411	0.213	
0.963	0.063	0.316	0.820	0.068	
0.408	0.084	0.989	0.624	0.356	
0.466	0.583	0.908	0.344	0.814	
0.645	0.662	0.704	0.488	0.720	
0.917	0.537	0.766	0.796	0.116	
0.139	0.510	0.133	0.731	0.270	
0.616	0.308	0.423	0.625	0.810	
0.026	0.216	0.327	0.079	0.560	
0.811	0.807	0.598	0.462	0.752	
0.868	0.752	0.618	0.277	0.258	
0.212	0.413	0.141	0.597	0.655	
0.640	0.691	0.010	0.042	0.191	
0.757	0.910	0.065	0.545	0.660	
0.985	0.446	0.592	0.946	0.893	
0.044	0.427	0.947	0.462	0.705	
0.124	0.626	0.199	0.460	0.499	
0.819	0.123	0.689	0.078	0.859	
0.398	0.358	0.079	0.151	0.041	
0.770	0.735	0.134	0.666	0.767	
0.380	0.651	1.000	0.047	0.744	
0.126	0.419	0.816	0.439	0.089	
0.724	0.062	0.738	0.257	0.282	
0.611	0.860	0.001	0.422	0.022	
0.776	0.399	0.779	0.280	0.334	
0.446	0.544	0.202	0.767	0.625	
0.611	0.904	0.024	0.616	0.400	
0.563	0.461	0.204	0.217	0.208	
0.264	0.688	0.657	0.837	0.622	
0.960	0.301	0.871	0.707	0.323	
0.191	0.932	0.899	0.142	0.769	
0.747	0.976	0.431	0.344	0.563	
0.958	0.613	0.231	0.825	0.036	
0.406	0.900	0.635	0.322	0.311	
0.989	0.294	0.098	0.831	0.844	
0.500	0.637	0.511	0.587	0.470	
0.113	0.857	0.204	0.667	0.998	
0.078	0.792	0.791	0.363	0.157	
0.561	0.569	0.895	0.897	0.275	
0.394	0.559	0.006	0.778	0.460	
0.663	0.360	0.120	0.853	0.078	
0.075	0.695	0.475	0.771	0.669	
0.184	0.641	0.981	0.406	0.397	
0.044	0.334	0.550	0.642	0.847	
0.894	0.857	0.862	0.647	0.629	
0.174	0.245	0.753	0.769	0.805	
0.163	0.740	0.918	0.286	0.472	
0.876	0.798	0.270	0.954	0.147	
0.458	0.240	0.721	0.310	0.667	
0.712	0.032	0.249	0.646	0.220	
0.314	0.253	0.009	0.655	0.501	
0.620	0.202	0.567	0.605	0.199	
0.897	0.204	0.817	0.522	0.726	
0.401	0.260	0.096	0.730	0.332	
0.085	0.904	0.423	0.534	0.641	
0.848	0.207	0.147	0.009	0.972	
0.678	0.148	0.571	0.907	0.958	
0.923	0.395	0.561	0.072	0.616	
0.702	0.541	0.622	0.248	0.373	
0.336	0.298	0.777	0.026	0.864	
0.825	0.103	0.638	0.248	0.636	
0.105	0.438	0.748	0.542	0.697	
0.807	0.006	0.533	0.582	0.195	
0.664	0.195	0.274	0.352	0.064	
0.962	0.319	0.703	0.468	0.982	
0.266	0.175	0.898	0.536	0.409	
0.459	0.604	0.311	0.165	0.672	
0.615	0.988	0.712	0.295	0.728	
0.121	0.208	0.007	0.655	0.383	
0.837	0.154	0.174	0.391	0.070	
0.124	0.879	0.490	0.455	0.366	
0.499	0.326	0.083	0.964	0.489	
0.450	0.035	0.248	0.970	0.686	
0.798	0.526	0.928	0.812	0.826	
0.041	0.100	0.961	0.995	0.838	
0.441	0.213	0.013	0.483	0.940	
0.091	0.934	0.047	0.959	0.424	
0.356	0.342	0.479	0.874	0.090	
0.060	0.900	0.468	0.687	0.021	
0.248	0.013	0.817	0.942	0.624	
0.141	0.466	0.908	0.129	0.032	
0.944	0.443	0.495	0.942	0.143	
0.984	0.604	0.089	0.400	0.390	
0.135	0.780	0.283	0.665	0.550	
0.513	0.111	0.870	0.203	0.900	
0.634	0.053	0.865	0.805	0.496	
0.771	0.518	0.341	0.956	0.487	
0.845	0.647	0.569	0.289	0.576	
0.059	0.814	0.324	0.576	0.949	
0.031	0.266	0.787	0.387	0.195	
0.147	0.011	0.446	0.853	0.623	
0.700	0.568	0.174	0.545	0.099	
0.795	0.926	0.653	0.566	0.925	
0.790	0.765	0.823	0.441	0.104	
0.514	0.496	0.278	0.355	0.366	
0.100	0.424	0.349	0.276	0.934	
0.485	0.692	0.260	0.397	0.975	
0.592	0.774	0.030	0.697	0.081	
0.824	0.129	0.184	0.062	0.563	
0.536	0.969	0.211	0.850	0.607	
0.916	0.510	0.452	0.710	0.456	
0.751	0.049	0.878	0.032	0.588	
0.793	0.143	0.848	0.018	0.971	
0.798	0.469	0.504	0.362	0.254	
0.795	0.612	0.591	0.498	0.598	
0.985	0.826	0.645	0.910	0.348	
0.375	0.472	0.245	0.347	0.692	
0.549	0.412	0.379	0.004	0.794	
0.270	0.668	0.443	0.285	0.212	
0.537	0.687	0.464	0.578	0.710	
0.324	0.301	0.501	0.231	0.444	
0.266	0.106	0.018	0.907	0.339	
0.670	0.873	0.238	0.944	0.523	
0.475	0.406	0.733	0.760	0.260	
0.782	0.040	0.784	0.545	0.471	
0.312	0.090	0.266	0.154	0.719	
0.720	0.627	0.003	0.009	0.706	
0.598	0.007	0.403	0.169	0.074	
0.006	0.646	0.245	0.534	0.230	
0.884	0.898	0.814	0.900	0.447	
0.421	0.311	0.858	0.990	0.697	
0.298	0.492	0.526	0.846	0.259	
0.703	0.849	0.833	0.333	0.024	
0.629	0.704	0.082	0.293	0.591	
0.508	0.920	0.860	0.813	0.361	
0.729	0.926	0.555	0.774	0.014	
0.598	0.740	0.307	0.460	0.017	
0.778	0.170	0.677	0.681	0.969	
0.302	0.321	0.876	0.482	0.498	
0.726	0.385	0.721	0.501	0.958	
0.343	0.039	0.886	0.849	0.680	
0.003	0.398	0.972	0.919	0.128	
0.815	0.845	0.877	0.957	0.382	
0.974	0.351	0.834	0.298	0.244	
0.983	0.581	0.792	0.634	0.165	
0.880	0.974	0.964	0.681	0.726	
0.528	0.583	0.855	0.886	0.783	
0.896	0.431	0.503	0.635	0.804	
0.819	0.842	0.383	0.725	0.319	
0.740	0.084	0.849	0.333	0.846	
0.411	0.757	0.775	0.429	0.760	
0.184	1.000	0.066	0.785	0.573	
0.895	0.337	0.115	0.309	0.973	
0.462	0.152	0.638	0.642	0.889	
0.502	0.501	0.452	0.834	0.227	
0.762	0.017	0.204	0.406	0.696	
0.974	0.898	0.896	0.153	0.633	
0.246	0.740	0.577	0.810	0.434	
0.279	0.865	0.993	0.915	0.316	
0.341	0.931	0.892	0.092	0.978	
0.068	0.645	0.927	0.150	0.436	
0.858	0.622	0.796	0.514	0.444	
0.423	0.255	0.351	0.294	0.029	
0.344	0.200	0.993	0.632	0.531	
0.260	0.546	0.665	0.822	0.858	
0.574	0.303	0.398	0.368	0.839	
0.395	0.408	0.892	0.252	0.552	
0.643	0.545	0.860	0.604	0.902	
0.540	0.584	0.178	0.903	0.019	
0.320	0.328	0.093	0.459	0.767	
0.628	0.494	0.724	0.139	0.673	
0.236	0.035	0.898	0.884	0.215	
0.762	0.192	0.612	0.904	0.839	
0.077	0.448	0.274	0.710	0.015	
0.107	0.534	0.866	0.903	0.766	
0.821	0.526	0.149	0.621	0.539	
0.405	0.513	0.153	0.461	0.632	
0.216	0.280	0.348	0.713	0.566	
0.097	0.585	0.894	0.886	0.433	
0.050	0.312	0.000	0.253	0.498	
0.803	0.944	0.838	0.228	0.223	
0.981	0.571	0.678	0.040	0.020	
0.756	0.550	0.171	0.650	0.177	
0.298	0.726	0.472	0.789	0.765	
0.448	0.021	0.211	0.213	0.163	
0.696	0.638	0.680	0.785	0.250	
0.848	0.108	0.601	0.783	0.855	
0.342	0.503	0.181	0.456	0.918	
0.554	0.876	0.925	0.801	0.650	
0.564	0.683	0.674	0.270	0.354	
0.674	0.320	0.468	0.248	0.954	
0.836	0.237	0.444	0.368	0.639	
0.068	0.497	0.585	0.102	0.201	
0.674	0.247	0.849	0.613	0.614	
0.052	0.202	0.435	0.091	0.128	
0.554	0.963	0.259	0.327	0.459	
0.193	0.312	0.147	0.182	0.351	
0.523	0.499	0.582	0.181	0.095	
0.654	0.550	0.843	0.304	0.502	
0.675	0.490	0.710	0.522	0.010	
0.720	0.415	0.943	0.894	0.481	
0.008	0.321	0.066	0.603	0.313	
0.738	0.862	0.187	0.543	0.414	
0.947	0.742	0.798	0.699	0.999	
0.757	0.139	0.603	0.894	0.637	
0.259	0.540	0.610	0.120	0.233	
0.897	0.656	0.014	0.721	0.331	
0.125	0.603	0.768	0.404	0.781	
0.700	0.883	0.182	0.338	0.515	
0.442	0.240	0.410	0.865	0.416	
0.949	0.101	0.403	0.777	0.824	
0.759	0.929	0.173	0.150	0.883	
0.717	0.298	0.199	0.531	0.038	
0.979	0.005	0.205	0.899	0.505	
0.502	0.388	0.834	0.583	0.807	
0.038	0.826	0.070	0.878	0.330	
0.367	0.460	0.237	0.516	0.598	
0.457	0.483	0.683	0.352	0.120	
0.399	0.869	0.899	0.279	0.312	
0.050	0.599	0.531	0.477	0.736	
0.414	0.339	0.987	0.086	0.582	
0.641	0.166	0.261	0.225	0.302	
0.446	0.490	0.798	0.763	0.319	
0.429	0.299	0.252	0.726	0.929	
0.406	0.674	0.422	0.769	0.088	
0.049	0.847	0.497	0.225	0.397	
0.565	0.845	0.577	0.884	0.878	
0.662	0.474	0.197	0.169	0.158	
0.231	0.958	0.422	0.714	0.725	
0.447	0.130	0.191	0.263	0.203	
0.101	0.306	0.080	0.196	0.849	
0.494	0.410	0.202	0.705	0.979	
0.692	0.064	0.057	0.144	0.215	
0.532	0.376	0.049	0.594	0.982	
0.170	0.061	0.463	0.726	0.305	
0.368	0.342	0.573	0.239	0.555	
0.436	0.295	0.521	0.418	0.501	
0.788	0.433	0.669	0.345	0.286	
0.425	0.603	0.187	0.988	0.169	
0.494	0.696	0.409	0.356	0.105	
0.556	0.952	0.708	0.767	0.807	
0.785	0.661	0.348	0.348	0.706	
0.978	0.533	0.359	0.693	0.267	
0.461	0.869	0.156	0.046	0.038	
0.680	0.639	0.238	0.877	0.614	
0.110	0.755	0.959	0.498	0.583	
0.681	0.225	0.891	0.849	0.459	
0.762	0.162	0.725	0.040	0.919	
0.277	0.623	0.308	0.606	0.786	
0.365	0.311	0.374	0.060	0.739	
0.737	0.911	0.773	0.424	0.331	
0.061	0.859	0.308	0.045	0.623	
0.936	0.767	0.308	0.787	0.700	
0.910	0.052	0.087	0.481	0.096	
0.559	0.781	0.986	0.299	0.943	
0.728	0.465	0.452	0.282	0.049	
0.896	0.651	0.453	0.960	0.744	
0.457	0.583	0.062	0.758	0.851	
0.110	0.638	0.944	0.360	0.496	
0.637	0.009	0.664	0.058	0.901	
0.858	0.092	0.011	0.843	0.086	
0.458	0.813	0.680	0.874	0.478	
0.796	0.550	0.194	0.513	0.299	
0.667	0.364	0.426	0.204	0.273	
0.043	0.423	0.422	0.195	0.701	
0.689	0.975	0.456	0.857	0.270	
0.651	0.773	0.409	0.571	0.100	
0.101	0.260	0.446	0.446	0.790	
0.219	0.636	0.554	0.578	0.067	
0.215	0.749	0.660	0.807	0.662	
0.553	0.807	0.788	0.250	0.086	
0.683	0.439	0.743	0.985	0.198	
0.367	0.234	0.083	0.259	0.160	
0.996	0.615	0.446	0.084	0.989	
0.614	0.766	0.398	0.611	0.490	
0.616	0.634	0.945	0.615	0.006	
0.536	0.714	0.871	0.072	0.284	
0.538	0.325	0.313	0.940	0.105	
0.645	1.000	0.362	0.801	0.605	
0.870	0.156	0.968	0.577	0.598	
0.804	0.045	0.801	0.127	0.839	
0.936	0.716	0.966	0.547	0.358	
0.127	0.803	0.881	0.554	0.367	
0.872	0.282	0.654	0.291	0.840	
0.647	0.869	0.486	0.945	0.810	
0.721	0.597	0.484	0.651	0.681	
0.918	0.980	0.068	0.648	0.409	
0.910	0.991	0.518	0.917	0.666	
0.043	0.659	0.649	0.265	0.997	
0.131	0.876	0.856	0.794	0.148	
0.559	0.484	0.926	0.918	0.824	
0.977	0.153	0.718	0.929	0.945	
0.198	0.049	0.881	0.315	0.468	
0.155	0.616	0.556	0.236	0.997	
0.426	0.860	0.143	0.281	0.163	
0.943	0.568	0.819	0.986	0.744	
0.444	0.766	0.722	0.736	0.720	
0.931	0.187	0.333	0.941	0.756	
0.375	0.962	0.680	0.669	0.618	
0.799	0.506	0.984	0.834	0.188	
0.308	0.037	0.808	0.404	0.115	
0.717	0.204	0.182	0.893	0.791	
0.820	0.776	0.173	0.570	0.236	
0.369	0.212	0.697	0.668	0.649	
0.632	0.722	0.049	0.689	0.388	
0.052	0.739	0.166	0.446	0.739	
0.386	0.413	0.093	0.953	0.623	
0.990	0.550	0.165	0.484	0.562	
0.975	0.635	0.273	0.107	0.742	
0.240	0.631	0.980	0.229	0.748	
0.767	0.818	0.388	0.448	0.922	
0.624	0.715	0.451	0.492	0.727	
0.654	0.017	0.331	0.816	0.185	
0.503	0.066	0.828	0.996	0.737	
0.231	0.468	0.920	0.882	0.814	
0.334	0.601	0.767	0.765	0.337	
0.288	0.674	0.719	0.085	0.369	
0.491	0.763	0.137	0.438	0.487	
0.484	0.337	0.487	0.825	0.744	
0.167	0.353	0.225	0.928	0.905	
0.031	0.213	0.465	0.411	0.478	
0.145	0.669	0.363	0.553	0.133	
0.952	0.313	0.054	0.240	0.171	
0.680	0.505	0.072	0.018	0.150	
0.841	0.900	0.091	0.706	0.018	
0.003	0.509	0.404	0.670	0.665	
0.237	0.215	0.632	0.385	0.975	
0.620	0.478	0.914	0.689	0.056	
0.257	0.065	0.420	0.337	0.643	
0.437	0.396	0.119	0.726	0.164	
0.844	0.821	0.258	0.241	0.794	
0.999	0.833	0.027	0.503	0.525	
0.191	0.449	0.864	0.077	0.695	
0.248	0.633	0.903	0.528	0.243	
0.386	0.347	0.854	0.306	0.020	
0.642	0.850	0.913	0.019	0.170	
0.483	0.901	0.145	0.474	0.788	
0.351	0.555	0.690	0.727	0.987	
0.575	0.386	0.446	0.017	0.871	
0.718	0.566	0.031	0.623	0.794	
0.546	0.206	0.706	0.994	0.361	
0.920	0.113	0.767	0.006	0.648	
0.279	0.337	0.777	0.538	0.615	
0.063	0.418	0.059	0.824	0.531	
0.067	0.872	0.905	0.449	0.180	
0.641	0.860	0.945	0.100	0.529	
0.083	0.907	0.372	0.892	0.146	
0.124	0.608	0.858	0.725	0.933	
0.495	0.866	0.196	0.920	0.704	
0.481	0.996	0.525	0.691	0.077	
0.706	0.086	0.523	0.265	0.463	
0.300	0.335	0.102	0.216	0.796	
0.505	0.909	0.280	0.715	0.783	
0.471	0.581	0.618	0.912	0.581	
0.422	0.535	0.133	0.453	0.361	
0.786	0.383	0.184	0.880	0.306	
0.758	0.729	0.304	0.024	0.175	
0.626	0.657	0.108	0.674	0.544	
0.990	0.946	0.144	0.511	0.961	
0.732	0.743	0.559	0.918	0.099	
0.812	0.495	0.811	0.771	0.948	
0.357	0.218	0.241	0.288	0.673	
0.677	0.993	0.541	0.252	0.516	
0.962	0.136	0.203	0.823	0.739	
0.838	0.059	0.994	0.483	0.609	
0.040	0.323	0.682	0.413	0.428	
0.164	0.943	0.207	0.629	0.765	
0.188	0.052	0.508	0.212	0.490	
0.454	0.286	0.935	0.706	0.931	
0.952	0.661	0.902	0.920	0.409	
0.061	0.146	0.490	0.934	0.870	
0.752	0.603	0.142	0.183	0.170	
0.167	0.733	0.075	0.183	0.224	
0.708	0.606	0.546	0.584	0.010	
0.475	0.302	0.902	0.330	0.777	
0.913	0.504	0.549	0.740	0.288	
0.719	0.540	0.231	0.258	0.998	
0.209	0.024	0.405	0.057	0.581	
0.505	0.924	0.203	0.016	0.152	
0.383	0.605	0.929	0.018	0.448	
0.113	0.162	0.633	0.690	0.521	
0.915	0.231	0.936	0.660	0.085	
0.579	0.738	0.125	0.588	0.661	
0.810	0.873	0.167	0.072	0.324	
0.001	0.618	0.566	0.562	0.362	
0.139	0.270	0.640	0.256	0.998	
0.273	0.612	0.080	0.203	0.140	
0.802	0.105	0.670	0.337	0.400	
0.857	0.333	0.733	0.581	0.888	
0.358	0.641	0.654	0.013	0.114	
0.966	0.672	0.021	0.175	0.501	
0.082	0.430	0.550	0.719	0.810	
0.561	0.600	0.260	0.291	0.722	
0.405	0.393	0.008	0.773	0.452	
0.232	0.514	0.059	0.211	0.035	
0.945	0.545	0.386	0.861	0.057	
0.840	0.090	0.537	0.188	0.712	
0.012	0.819	0.912	0.418	0.397	
0.713	0.662	0.563	0.948	0.343	
0.274	0.522	0.545	0.942	0.812	
0.255	0.792	0.956	0.274	0.876	
0.135	0.833	0.464	0.489	0.263	
0.518	0.133	0.322	0.097	0.899	
0.037	0.313	0.728	0.379	0.131	
0.871	0.463	0.831	0.640	0.977	
0.721	0.103	0.937	0.159	0.811	
0.712	0.923	0.373	0.794	0.321	
0.957	0.216	0.091	0.813	0.976	
0.507	0.184	0.038	0.266	0.842	
0.200	0.732	0.308	0.622	0.170	
0.585	0.386	0.132	0.100	0.332	
0.420	0.162	0.953	0.919	0.919	
0.742	0.651	0.513	0.756	0.334	
0.094	0.055	0.255	0.699	0.304	
0.004	0.142	0.757	0.961	0.286	
0.076	0.699	0.539	0.645	0.301	
0.942	0.984	0.240	0.892	0.970	
0.272	0.860	0.038	0.987	0.863	
0.161	0.836	0.114	0.671	0.502	
0.042	0.281	0.306	0.556	0.123	
0.033	0.769	0.321	0.228	0.601	
0.146	0.240	0.130	0.060	0.560	
0.123	0.965	0.056	0.758	0.906	
0.537	0.842	0.254	0.292	0.813	
0.750	0.699	0.576	0.272	0.236	
0.200	0.437	0.732	0.684	0.931	
0.459	0.410	0.585	0.741	0.818	
0.019	0.184	0.133	0.064	0.736	
0.018	0.785	0.696	0.050	0.411	
0.137	0.538	0.399	0.267	0.842	
0.845	0.574	0.872	0.193	0.574	
0.359	0.580	0.410	0.582	0.962	
0.107	0.066	0.324	0.543	0.339	
0.270	0.006	0.347	0.770	0.998	
0.442	0.987	0.450	0.968	0.176	
0.827	0.383	0.698	0.877	0.844	
0.857	0.322	0.102	0.969	0.352	
0.343	0.260	0.198	0.479	0.749	
0.178	0.786	0.294	0.737	0.575	
0.798	0.246	0.081	0.235	0.310	
0.155	0.701	0.390	0.998	0.988	
0.252	0.770	0.224	0.221	0.016	
0.382	0.931	0.833	0.783	0.321	
0.772	0.587	0.967	0.541	0.024	
0.925	0.112	0.460	0.843	0.741	
0.597	0.451	0.981	0.925	0.057	
0.159	0.477	0.861	0.747	0.475	
0.391	0.269	0.186	0.031	0.572	
0.673	0.231	0.938	0.725	0.254	
0.674	0.834	0.895	0.834	0.201	
0.794	0.101	0.310	0.252	0.996	
0.224	0.529	0.251	0.513	0.860	
0.500	0.038	0.190	0.444	0.150	
0.992	0.108	0.530	0.647	0.938	
0.692	0.133	0.340	0.230	0.824	
0.802	0.208	0.847	0.517	0.068	
0.200	0.468	0.064	0.557	0.121	
0.287	0.417	0.324	0.325	0.399	
0.162	0.656	0.384	0.634	0.981	
0.098	0.598	0.495	0.430	0.872	
